id,subject,speaker,thought,link
109,Cyno,Faruzan,"Cyno's jokes are composed using modern words and language patterns, but I still struggle to decipher any hidden meaning from his grammar and prose... Huh? It's all just literal meanings and homophones? Really...? Then, those jokes don't have any substance at all...",https://game8.co/games/Genshin-Impact/archives/315233
110,Cyno,Kaveh,"Cyno can come across as cold and ruthless, but he's actually a very big-hearted guy. I still remember how shocked I was when Tighnari said he was gonna introduce me to his best friend, and then a couple of seconds later, an incredibly intimidating matra comes walking through the door... I honestly never expected to meet a matra who's so comfortable hanging out with scholars. Gotta say though, I can't stand his sense of humor. It really makes my skin crawl. If he ever invites you to a meal at Tighnari's place, make sure someone's bringing beer, because no one should have to endure Cyno's humor while sober.",https://game8.co/games/Genshin-Impact/archives/315233
111,Cyno,Layla,"The General Mahamatra is really good at Genius Invokation TCG? Ooh, I wonder if... I mean, if I ever got the chance, maybe I could play a game with him. Card games like Genius Invokation TCG are always easier when you're good at mental math, so actually, I... I dunno, but... I might not necessarily lose to him.",https://game8.co/games/Genshin-Impact/archives/315233
112,Cyno,Nahida,"Duty: Not every General Mahamatra would take such a clear-cut and decisive stance when faced with a conflict between order and justice. He must know only too well that compromise is a path that leads to a dead end, so it's extremely fortunate for all of Sumeru that he's now been able to return to his rightful post. Jokes: His jokes are like buried treasure: gems hidden beneath the surface. They're a lot of fun. Hmm? Well, which part didn't you get? Okay, I can explain it for you.",https://game8.co/games/Genshin-Impact/archives/315233
113,Cyno,Nilou,"I don't really like interacting with people from the Akademiya because they don't view the arts too kindly. I often wonder what they do when they're bored... Huh, Cyno plays Genius Invokation TCG? I can't believe it...",https://game8.co/games/Genshin-Impact/archives/315233
114,Cyno,Tighnari,"You want to see Cyno...? Well, firstly, a word of caution: if he ever comes chasing you down for work-related reasons, prepare for the nightmare of a lifetime. Other than that, General Mahamatra is a high-ranking position, so it usually isn't easy to find him. But he does occasionally go to Gandharva Ville to see Collei. As much as he might want to stay unnoticed, he can't fool my ears, heh.",https://game8.co/games/Genshin-Impact/archives/315233
115,Dehya,Alhaitham,"It's a waste for such a capable person to remain among the Eremites. If only she'd consider my suggestion to join the Akademiya... Our work would become a lot easier with someone like her around, but a predictable life isn't exactly her cup of tea - I can understand that. sigh What a pity.",https://game8.co/games/Genshin-Impact/archives/Dehya-Best-Builds
116,Dehya,Candace,"Whenever Dehya brings any of her Eremites to stay at Aaru Village, she always keeps them on their very best behavior. I have to say, it makes my life a lot easier. Ah, Dehya... She might look like trouble at first, but the truth is that she's really quite adorable.",https://game8.co/games/Genshin-Impact/archives/Dehya-Best-Builds
117,Dehya,Dori,"I hire her to help escort my caravans from time to time. After all, she's got the muscle, and her price is reasonable. When it comes to cost-performance ratio, she's always the best pick.",https://game8.co/games/Genshin-Impact/archives/Dehya-Best-Builds
118,Dehya,Nilou,"It's hard to believe that so many things have happened recently... I wanted to pick out a good present for Dehya and Dunyarzad, but I just can't make up my mind. Everyone at the Grand Bazaar has given me many suggestions, but if I took them all, it'd be too much... What should I do...",https://game8.co/games/Genshin-Impact/archives/Dehya-Best-Builds
119,Diluc,Barbara,"Oh, Master Diluc? Last time, when I was performing at Angel's Share, he kept frowning... Maybe he doesn't like my singing?",https://game8.co/games/Genshin-Impact/archives/297518
120,Diluc,Diona,"Diluc... I can't stand him! If there was no Diluc, there would be no Mondstadt wine industry; if there was no Mondstadt wine industry, Daddy wouldn't drink; and if Daddy didn't drink... he would keep me company. Ohhhh...",https://game8.co/games/Genshin-Impact/archives/297518
121,Diluc,Eula,"I don't get along with some of the knights, and he doesn't think much of them in general, so you'd think that would make us allies.  But the way he always acts so aloof - he's even worse than Acting Grand Master Jean. I want nothing to do with him.",https://game8.co/games/Genshin-Impact/archives/297518
122,Diluc,Jean,"Disillusion: Master Diluc has his reasons for being so critical of the Knights of Favonius. I am not proud of the way things went, but I cannot change the past. All I can do is keep working hard, in the hope he may one day see us in a better light... This is my duty. Respect: Master Diluc is my senior, and I have the utmost respect for him. Though we have gone separate ways, I can sense we share the same strong commitment to protecting Mondstadt at all costs.",https://game8.co/games/Genshin-Impact/archives/297518
123,Diluc,Kaeya,"Diluc? He was cute as a young lad. But nowadays he just seems to be in a world of his own... Overall, not much fun to hang out with.",https://game8.co/games/Genshin-Impact/archives/297518
124,Diluc,Klee,He's one of the weird grown-ups. He's so grumpy all the time... Why does he never smile?,https://game8.co/games/Genshin-Impact/archives/297518
125,Diluc,Lisa,"You want to know about Diluc? Haha, in that case, I know someone else you should talk to.",https://game8.co/games/Genshin-Impact/archives/297518
126,Diluc,Mona,"Diluc Ragnvindr. His constellation, Noctua, represents vigilance in the darkness of night... A lone guardian keeping watch, longing for the splendor of dawn, yet destined to solitude in the dark days preceding its arrival. ...Or, wait, maybe Noctua's the one tied to wealth...?",https://game8.co/games/Genshin-Impact/archives/297518
127,Diluc,Razor,Diluc is red and black. Hot and cold.,https://game8.co/games/Genshin-Impact/archives/297518
128,Diluc,Rosaria,"Isn't it obvious? There's more than meets the eye to that rich tycoon. He's confident, yet discreet... and even a little bit dangerous.",https://game8.co/games/Genshin-Impact/archives/297518
129,Diluc,Venti,"I'm not surprised you want to befriend Master Diluc. Just think of all the vintage wine he must have stored away... Mwuhahaha... Huh? He doesn't let you sample it? Not even the slightest drop? Huh... Well, I guess you can still appreciate the aroma. That's still better than no wine at all, right? No?",https://game8.co/games/Genshin-Impact/archives/297518
130,Diona,Diluc,Diona's attitude towards me is... how should I put it? Rather rigid. I've yet to find the opportunity to speak with her properly. I'm not sure if it's an issue with my family line or— Oh? It's not? She simply despises alcohol? Huh... I never thought I'd come across another bartender like myself in Mondstadt.,https://game8.co/games/Genshin-Impact/archives/305872
131,Diona,Eula,"Diona? She's a miracle worker when it comes to making cocktails, and to my surprise, we get along really well. She infiltrated a tavern with the hopes of tearing down the wine industry, while I infiltrated the knights to exact my revenge on them. A kindred spirit it seems...",https://game8.co/games/Genshin-Impact/archives/305872
